order_id,payment_method,amount
56162,Card,4333.92
56163,UPI,2450.45
56164,Card,180.82
56165,UPI,3352.56
56166,Wallet,2159.73
56167,Card,1467.3
56168,Wallet,44.66
56169,Card,259.45
56170,Card,1545.23
56171,Wallet,1773.14
56172,PayPal,1016.66
56173,UPI,1088.55
56174,UPI,2663.53
56175,Wallet,794.28
56176,UPI,1490.78
56177,PayPal,2360.29
56178,Card,642.76
56179,UPI,395.78
56180,UPI,230.33
56181,Wallet,4160.27
56182,UPI,425.42
56183,PayPal,1850.98
56184,Card,286.94
56185,PayPal,3195.1
56186,Card,4034.12
56187,PayPal,2400.38
56188,UPI,2432.03
56189,PayPal,1681.29
56190,PayPal,5408.81
56191,Card,682.4
56192,Wallet,94.96
56193,Card,1819.06
56194,Card,3166.02
56195,UPI,3751.52
56196,UPI,238.68
56197,PayPal,2042.66
56198,PayPal,1982.92
56199,Wallet,2099.13
56200,PayPal,3588.58
56201,UPI,453.18
56202,PayPal,734.69
56203,Card,2130.01
56204,Card,2618.97
56205,Card,615.95
56206,PayPal,479.38
56207,UPI,882.66
56208,Card,3026.59
56209,Card,939.28
56210,Card,1426.09
56211,Wallet,203.78
56212,PayPal,1280.29
56213,PayPal,3056.67
56214,Wallet,1304.75
56215,Wallet,227.57
56216,Wallet,2033.69
56217,PayPal,2381.91
56218,PayPal,558.14
56219,UPI,425.19
56220,UPI,1013.68
56221,Card,2203.45
56222,UPI,1842.67
56223,Wallet,186.16
56224,Wallet,544.36
56225,Wallet,4295.97
56226,PayPal,1486.81
56227,PayPal,620.16
56228,Card,242.53
56229,Card,518.9
56230,UPI,254.74
56231,Card,1910.89
56232,UPI,1428.01
56233,Wallet,280.82
56234,Wallet,1962.08
56235,UPI,2632.83
56236,Wallet,1145.14
56237,UPI,1565.95
56238,PayPal,985.52
56239,UPI,1790.03
56240,PayPal,807.02
56241,Wallet,2988.72
56242,Card,1340.17
56243,Card,1311.21
56244,UPI,1926.98
56245,Wallet,2139.2
56246,PayPal,58.51
56247,Card,1045.19
56248,PayPal,4028.25
56249,PayPal,1404.39
56250,UPI,2028.6
56251,Card,3032.6
56252,Card,497.86
56253,Card,1586.15
56254,Card,1384.16
56255,Wallet,2829.75
56256,Wallet,2042.36
56257,Wallet,3196.3
56258,PayPal,2062.26
56259,UPI,364.66
56260,PayPal,1670.8
56261,Card,418.88
56262,PayPal,108.97
56263,Wallet,33.22
56264,Card,351.91
56265,Card,182.47
56266,Wallet,1239.63
56267,PayPal,2725.82
56268,PayPal,1090.38
56269,Wallet,3170.66
56270,Wallet,2440.23
56271,UPI,3123.14
56272,PayPal,1849.28
56273,Card,1100.58
56274,Wallet,2246.31
56275,Card,297.64
56276,Wallet,1539.99
56277,Wallet,1317.57
56278,Card,205.46
56279,UPI,84.21
56280,PayPal,1802.28
56281,UPI,845.29
56282,Wallet,1525.44
56283,PayPal,3059.23
56284,UPI,1700.85
56285,Card,3666.72
56286,PayPal,1341.25
56287,UPI,1108.56
56288,PayPal,2306.73
56289,UPI,2463.69
56290,Wallet,678.86
56291,UPI,2332.11
56292,PayPal,512.47
56293,PayPal,433.15
56294,Wallet,1707.35
56295,PayPal,754.28
56296,Card,2675.96
56297,PayPal,3821.88
56298,Wallet,1933.29
56299,UPI,857.34
56300,UPI,3191.36
56301,Wallet,189.16
56302,Wallet,2201.17
56303,PayPal,1734.8
56304,Wallet,799.48
56305,Card,214.16
56306,Card,2391.53
56307,UPI,689.64
56308,PayPal,1652.33
56309,PayPal,3448.7
56310,Wallet,1899.45
56311,UPI,3384.27
56312,PayPal,736.06
56313,PayPal,1544.0
56314,UPI,1723.39
56315,Card,3426.18
56316,Card,257.85
56317,UPI,392.97
56318,UPI,1007.81
56319,PayPal,786.76
56320,PayPal,3332.73
56321,UPI,2325.72
56322,PayPal,2859.68
56323,PayPal,1402.12
56324,PayPal,2710.8
56325,Wallet,902.62
56326,Card,1791.6
56327,Wallet,2408.71
56328,Wallet,1990.51
56329,Card,2130.24
56330,Card,3076.95
56331,Card,2729.01
56332,Wallet,2389.19
56333,Wallet,2360.49
56334,Wallet,3458.49
56335,UPI,2236.5
56336,Card,2122.28
56337,Wallet,780.34
56338,Wallet,3317.65
56339,UPI,3164.64
56340,PayPal,1860.92
56341,PayPal,1842.33
56342,UPI,185.23
56343,UPI,1209.75
56344,Card,1267.52
56345,PayPal,650.27
56346,Wallet,1746.42
56347,PayPal,312.4
56348,Wallet,2715.42
56349,UPI,2267.23
56350,PayPal,1518.42
56351,PayPal,1728.16
56352,Card,1150.38
56353,Wallet,264.23
56354,Wallet,2742.73
56355,Card,1774.12
56356,UPI,1675.84
56357,PayPal,1668.87
56358,PayPal,2682.82
56359,PayPal,289.77
56360,PayPal,226.76
56361,PayPal,924.57
56362,PayPal,523.8
56363,Card,2870.12
56364,Wallet,992.6
56365,PayPal,2347.41
56366,UPI,1072.29
56367,UPI,126.4
56368,UPI,1706.94
56369,PayPal,1276.2
56370,Wallet,1646.43
56371,Card,158.21
56372,Wallet,1173.82
56373,PayPal,653.16
56374,UPI,1326.95
56375,Wallet,2318.95
56376,PayPal,1039.59
56377,UPI,1165.44
56378,UPI,1752.03
56379,PayPal,983.34
56380,Card,1302.51
56381,Card,746.56
56382,UPI,1244.7
56383,Wallet,1643.1
56384,UPI,381.65
56385,PayPal,530.72
56386,Card,596.58
56387,Card,1695.92
56388,Card,615.18
56389,PayPal,963.44
56390,PayPal,2176.8
56391,Wallet,1772.79
56392,UPI,1837.08
56393,Card,984.06
56394,Wallet,3073.33
56395,UPI,4234.86
56396,Wallet,701.5
56397,PayPal,116.6
56398,PayPal,2647.82
56399,Wallet,1342.16
56400,PayPal,2742.37
56401,PayPal,503.4
56402,UPI,175.8
56403,Card,1584.22
56404,Wallet,168.18
56405,Card,3074.26
56406,Card,3185.81
56407,Card,2181.06
56408,Card,2068.8
56409,Wallet,1090.66
56410,Card,2824.61
56411,UPI,2491.15
56412,Card,3761.36
56413,Wallet,1050.42
56414,UPI,1964.04
56415,Wallet,1224.22
56416,PayPal,1404.81
56417,UPI,4098.21
56418,UPI,1248.28
56419,Wallet,932.85
56420,Card,575.21
56421,UPI,778.25
56422,UPI,1424.82
56423,Card,1634.53
56424,PayPal,961.53
56425,PayPal,1382.01
56426,PayPal,1268.81
56427,PayPal,827.88
56428,UPI,1756.31
56429,Wallet,462.64
56430,UPI,2829.5
56431,Card,1495.02
56432,Card,2376.55
56433,Card,880.08
56434,Card,3973.27
56435,Card,3164.4
56436,Wallet,3167.28
56437,UPI,379.8
56438,UPI,376.18
56439,Wallet,1167.12
56440,PayPal,2305.72
56441,Wallet,3359.09
56442,Wallet,1959.32
56443,PayPal,970.02
56444,UPI,2896.21
56445,Wallet,1253.63
56446,Wallet,955.11
56447,PayPal,1049.36
56448,PayPal,34.48
56449,UPI,1130.2
56450,Wallet,89.19
56451,UPI,583.41
56452,PayPal,2366.6
56453,PayPal,308.82
56454,UPI,302.74
56455,Wallet,2044.28
56456,UPI,1076.38
56457,UPI,350.98
56458,Card,108.75
56459,Wallet,1071.24
56460,PayPal,43.8
56461,PayPal,3099.78
56462,Card,2352.9
56463,Card,424.92
56464,PayPal,1101.48
56465,Card,1501.87
56466,Wallet,717.5
56467,Card,3081.58
56468,Wallet,1627.56
56469,PayPal,1837.97
56470,UPI,3200.84
56471,PayPal,1082.88
56472,PayPal,504.97
56473,Wallet,3117.7
56474,Card,1949.28
56475,PayPal,2085.1
56476,UPI,2192.94
56477,Card,73.48
56478,PayPal,3824.96
56479,Wallet,865.1
56480,UPI,4021.05
56481,Wallet,579.81
56482,Wallet,338.1
56483,UPI,1929.73
56484,PayPal,1239.3
56485,UPI,1609.14
56486,PayPal,1465.84
56487,Card,2539.65
56488,UPI,3798.62
56489,Wallet,490.06
56490,PayPal,775.34
56491,UPI,1476.44
56492,Card,1898.34
56493,Card,2036.97
56494,Wallet,2379.74
56495,UPI,2749.0
56496,Wallet,487.3
56497,Wallet,2743.75
56498,Card,4244.66
56499,PayPal,3511.41
56500,UPI,234.14
56501,Wallet,2366.88
56502,PayPal,5647.14
56503,Card,3018.17
56504,Card,1196.55
56505,UPI,2395.08
56506,Card,1608.98
56507,PayPal,2134.3
56508,Wallet,1818.77
56509,Card,371.12
56510,Wallet,3216.3
56511,UPI,3663.24
56512,Card,2069.1
56513,UPI,2291.57
56514,UPI,257.4
56515,Wallet,1294.02
56516,Wallet,452.02
56517,Wallet,3514.78
56518,UPI,1333.89
56519,Card,606.66
56520,Wallet,1704.89
56521,PayPal,2862.42
56522,PayPal,2495.59
56523,Card,2447.33
56524,UPI,1510.97
56525,Wallet,4375.2
56526,PayPal,366.31
56527,PayPal,5130.08
56528,PayPal,1900.79
56529,Wallet,1218.81
56530,Card,1695.06
56531,Card,1670.51
56532,Card,823.37
56533,UPI,1092.31
56534,Card,1190.06
56535,Card,2934.72
56536,Card,2132.68
56537,PayPal,642.9
56538,Wallet,193.11
56539,UPI,1627.66
56540,Wallet,1328.78
56541,Wallet,1981.67
56542,Card,719.46
56543,PayPal,521.37
56544,UPI,868.09
56545,PayPal,2702.59
56546,UPI,2401.3
56547,Card,2834.82
56548,PayPal,1419.69
56549,PayPal,188.3
56550,PayPal,59.63
56551,PayPal,2928.07
56552,Wallet,1555.33
56553,PayPal,3352.98
56554,UPI,1273.42
56555,UPI,2866.74
56556,Card,2437.24
56557,Card,1311.62
56558,PayPal,3464.99
56559,PayPal,3615.62
56560,UPI,262.36
56561,Wallet,2243.53
56562,PayPal,1237.02
56563,Card,2689.31
56564,PayPal,1477.17
56565,UPI,552.15
56566,Card,348.48
56567,UPI,1452.09
56568,UPI,2745.86
56569,UPI,3009.34
56570,Wallet,4106.52
56571,PayPal,527.16
56572,Wallet,949.13
56573,Wallet,3000.52
56574,Wallet,2178.17
56575,Wallet,2103.12
56576,PayPal,516.93
56577,PayPal,4821.18
56578,UPI,441.32
56579,UPI,463.08
56580,UPI,3234.32
56581,Wallet,3806.63
56582,UPI,2728.4
56583,PayPal,2334.3
56584,Card,1113.21
56585,Card,565.18
56586,Wallet,2754.83
56587,PayPal,1273.77
56588,UPI,361.44
56589,UPI,2267.37
56590,UPI,432.26
56591,PayPal,1323.83
56592,PayPal,511.84
56593,Wallet,1461.69
56594,PayPal,3993.31
56595,Wallet,1241.01
56596,Wallet,790.47
56597,Wallet,2100.7
56598,Card,2247.24
56599,PayPal,1028.22
56600,PayPal,967.9
56601,PayPal,2807.91
56602,Card,3223.91
56603,Wallet,4925.24
56604,Card,1567.02
56605,PayPal,1994.67
56606,Wallet,1861.9
56607,UPI,1139.62
56608,PayPal,1753.6
56609,Card,2520.64
56610,Wallet,4051.74
56611,Wallet,535.04
56612,Wallet,1081.57
56613,Card,302.66
56614,Card,2688.48
56615,Wallet,3932.92
56616,Card,2594.97
56617,UPI,2099.41
56618,Card,1523.8
56619,PayPal,2094.28
56620,UPI,967.98
56621,Card,42.75
56622,Card,203.19
56623,Card,2519.32
56624,PayPal,1962.63
56625,UPI,2387.0
56626,UPI,3014.19
56627,Card,3217.29
56628,Wallet,164.23
56629,Wallet,767.61
56630,UPI,2505.28
56631,PayPal,1281.07
56632,PayPal,3047.27
56633,Wallet,998.67
56634,PayPal,1626.87
56635,Card,3015.27
56636,UPI,1562.72
56637,Wallet,1908.85
56638,Wallet,2413.94
56639,PayPal,845.55
56640,UPI,1465.62
56641,Wallet,1891.02
56642,PayPal,2505.7
56643,PayPal,2046.36
56644,PayPal,1525.44
56645,UPI,2658.49
56646,Card,2553.44
56647,PayPal,2058.2
56648,UPI,2572.95
56649,Wallet,1284.68
56650,Card,984.6
56651,Wallet,3992.13
56652,Card,658.56
56653,Card,3829.26
56654,Card,1745.78
56655,PayPal,4019.76
56656,UPI,1871.64
56657,PayPal,1473.91
56658,Card,1756.45
56659,PayPal,566.46
56660,UPI,1401.76
56661,Card,2498.15
56662,Card,1417.89
56663,PayPal,1690.89
56664,Card,1299.47
56665,UPI,605.19
56666,Wallet,2386.63
56667,Card,1733.68
56668,PayPal,478.98
56669,Card,1176.62
56670,Wallet,381.38
56671,PayPal,2790.25
56672,Card,1823.88
56673,UPI,2921.98
56674,UPI,1991.89
56675,PayPal,1775.64
56676,UPI,1584.58
56677,UPI,1507.35
56678,Wallet,2925.7
56679,Wallet,890.55
56680,UPI,2295.88
56681,PayPal,1992.28
56682,Card,2786.0
56683,UPI,517.89
56684,Card,437.1
56685,Card,1553.79
56686,UPI,958.72
56687,UPI,340.86
56688,Wallet,4406.91
56689,Card,1343.75
56690,Card,971.08
56691,Card,336.8
56692,Card,89.27
56693,Card,437.94
56694,Card,1235.64
56695,Card,3017.1
56696,UPI,2388.35
56697,Card,414.11
56698,Wallet,1373.05
56699,UPI,126.54
56700,Card,88.32
56701,Wallet,1049.62
56702,Card,204.03
56703,UPI,3480.95
56704,PayPal,943.64
56705,PayPal,706.2
56706,Wallet,1184.58
56707,UPI,1731.03
56708,Card,2312.88
56709,PayPal,670.17
56710,PayPal,2639.46
56711,PayPal,383.1
56712,UPI,2663.75
56713,PayPal,2511.94
56714,Wallet,3666.26
56715,Card,105.74
56716,PayPal,594.09
56717,PayPal,3742.26
56718,UPI,678.12
56719,Wallet,1202.72
56720,UPI,1321.34
56721,Wallet,361.6
56722,UPI,1290.24
56723,Card,3312.19
56724,PayPal,2334.18
56725,Wallet,322.29
56726,Wallet,792.28
56727,PayPal,2869.3
56728,UPI,2253.04
56729,Card,5056.12
56730,Card,2433.1
56731,PayPal,312.72
56732,Wallet,1655.98
56733,UPI,202.85
56734,UPI,1186.22
56735,PayPal,878.3
56736,Card,3728.21
56737,PayPal,1258.02
56738,UPI,2246.52
56739,PayPal,2021.84
56740,PayPal,1678.39
56741,PayPal,2847.91
56742,UPI,1583.1
56743,UPI,1483.65
56744,UPI,606.14
56745,UPI,3833.08
56746,Card,2022.14
56747,Wallet,1405.17
56748,PayPal,812.42
56749,UPI,2404.55
56750,UPI,46.2
56751,UPI,3763.17
56752,Card,3849.32
56753,UPI,1366.73
56754,PayPal,642.34
56755,UPI,3799.05
56756,Card,2010.05
56757,UPI,2758.42
56758,Wallet,777.13
56759,PayPal,1802.61
56760,UPI,653.16
56761,PayPal,603.73
56762,UPI,789.39
56763,PayPal,1919.63
56764,PayPal,1762.21
56765,Wallet,1577.67
56766,PayPal,2940.47
56767,Wallet,193.5
56768,PayPal,1028.75
56769,UPI,629.61
56770,Card,1136.39
56771,PayPal,103.4
56772,Card,193.58
56773,UPI,1398.35
56774,UPI,2640.14
56775,UPI,1852.26
56776,PayPal,1359.23
56777,PayPal,869.5
56778,Wallet,2203.19
56779,Wallet,1840.56
56780,Card,2508.88
56781,PayPal,1740.78
56782,PayPal,861.9
56783,Card,2557.9
56784,PayPal,1253.33
56785,UPI,3406.26
56786,UPI,1013.5
56787,Wallet,2830.44
56788,Wallet,1960.93
56789,UPI,2120.4
56790,UPI,1691.37
56791,Wallet,327.72
56792,PayPal,2826.41
56793,Card,1394.24
56794,Card,2901.54
56795,PayPal,109.86
56796,UPI,198.97
56797,Wallet,1193.28
56798,Card,1049.08
56799,Wallet,270.92
56800,PayPal,663.48
56801,Card,193.17
56802,Card,789.87
56803,UPI,1949.39
56804,Wallet,2724.24
56805,Card,665.98
56806,PayPal,4439.35
56807,UPI,797.4
56808,Wallet,487.93
56809,Card,2369.5
56810,Wallet,1962.42
56811,Wallet,1693.34
56812,Card,1035.22
56813,Wallet,2362.7
56814,Card,419.97
56815,Card,1200.56
56816,Wallet,606.24
56817,UPI,616.65
56818,Wallet,1126.88
56819,UPI,1311.3
56820,PayPal,4915.38
56821,Wallet,1881.0
56822,UPI,334.02
56823,Wallet,1945.79
56824,PayPal,2413.3
56825,PayPal,2404.52
56826,UPI,3371.48
56827,Wallet,1648.06
56828,Card,607.28
56829,UPI,3020.29
56830,PayPal,592.18
56831,UPI,438.0
56832,Wallet,1937.94
56833,Wallet,2170.71
56834,Wallet,6545.07
56835,Card,1313.16
56836,Wallet,2552.06
56837,PayPal,2635.93
56838,UPI,1087.47
56839,PayPal,2675.3
56840,UPI,1184.93
56841,UPI,668.46
56842,Wallet,2206.11
56843,UPI,150.65
56844,UPI,390.88
56845,Card,3561.37
56846,UPI,2062.43
56847,UPI,751.78
56848,Wallet,789.96
56849,PayPal,1621.1
56850,Wallet,2034.52
56851,PayPal,1724.72
56852,UPI,611.98
56853,Wallet,1918.16
56854,Wallet,147.22
56855,Card,343.86
56856,Wallet,939.14
56857,Wallet,1996.77
56858,Wallet,233.97
56859,UPI,2186.43
56860,Wallet,692.42
56861,Wallet,386.16
56862,PayPal,2297.55
56863,Wallet,736.39
56864,Card,1826.43
56865,PayPal,1292.13
56866,UPI,2434.46
56867,PayPal,186.16
56868,Card,1952.86
56869,PayPal,3178.95
56870,UPI,2838.69
56871,Card,519.55
56872,Wallet,336.54
56873,Wallet,1892.48
56874,PayPal,1982.52
56875,Wallet,3663.08
56876,Wallet,1678.44
56877,Wallet,2354.94
56878,Card,689.28
56879,PayPal,2039.54
56880,PayPal,758.16
56881,PayPal,2627.3
56882,Wallet,1933.39
56883,UPI,182.12
56884,PayPal,1424.82
56885,Card,1445.88
56886,Card,4673.23
56887,UPI,864.37
56888,UPI,2126.72
56889,Card,3527.04
56890,Wallet,677.24
56891,Wallet,517.93
56892,UPI,1882.18
56893,PayPal,3850.47
56894,Wallet,4027.51
56895,UPI,842.43
56896,PayPal,2501.33
56897,UPI,3698.19
56898,Wallet,1466.62
56899,Wallet,653.28
56900,PayPal,2115.53
56901,PayPal,997.71
56902,Wallet,3315.74
56903,Card,1236.21
56904,Card,422.94
56905,Card,1687.07
56906,Card,1518.56
56907,Wallet,2339.19
56908,Card,920.14
56909,UPI,586.06
56910,Wallet,1690.25
56911,PayPal,690.19
56912,PayPal,1373.54
56913,PayPal,2764.5
56914,Wallet,483.59
56915,PayPal,1575.91
56916,UPI,1516.43
56917,Wallet,408.36
56918,PayPal,1500.09
56919,Wallet,2403.16
56920,PayPal,3152.75
56921,UPI,114.65
56922,UPI,2008.51
56923,Wallet,2406.22
56924,PayPal,1144.5
56925,Wallet,884.0
56926,Wallet,530.72
56927,UPI,731.97
56928,Wallet,1289.76
56929,Wallet,1987.26
56930,Card,395.78
56931,UPI,1662.94
56932,PayPal,253.56
56933,UPI,1429.11
56934,PayPal,799.45
56935,PayPal,2721.36
56936,PayPal,2177.73
56937,PayPal,1137.13
56938,UPI,314.96
56939,Wallet,2757.72
56940,Card,29.44
56941,Wallet,1789.86
56942,UPI,1074.72
56943,UPI,1498.23
56944,Card,1767.37
56945,Card,3029.52
56946,Card,1537.89
56947,Card,2268.47
56948,UPI,941.64
56949,UPI,1816.04
56950,PayPal,2882.57
56951,Wallet,1681.29
56952,UPI,1165.62
56953,Wallet,2546.35
56954,PayPal,1190.83
56955,Card,770.39
56956,PayPal,3257.67
56957,Card,1526.95
56958,UPI,373.62
56959,PayPal,598.06
56960,Card,2040.98
56961,UPI,2235.74
56962,UPI,276.03
56963,PayPal,378.09
56964,UPI,1002.84
56965,PayPal,3800.33
56966,PayPal,1031.3
56967,Wallet,3543.3
56968,Card,1585.4
56969,PayPal,2287.63
56970,PayPal,2512.63
56971,Wallet,260.68
56972,Card,879.77
56973,UPI,1087.09
56974,Card,3773.46
56975,Wallet,772.9
56976,Wallet,1779.96
56977,PayPal,344.5
56978,Wallet,1926.94
56979,Wallet,1376.18
56980,Wallet,3067.26
56981,Card,909.58
56982,Card,670.82
56983,Wallet,3289.81
56984,Card,2177.5
56985,Wallet,1137.33
56986,PayPal,2165.89
56987,UPI,1682.6
56988,Card,2170.26
56989,Card,2296.29
56990,Wallet,1654.83
56991,PayPal,1368.35
56992,UPI,1090.38
56993,PayPal,484.37
56994,UPI,1517.91
56995,UPI,26.27
56996,UPI,1339.25
56997,PayPal,6837.57
56998,Wallet,2931.13
56999,UPI,1613.36
57000,UPI,463.66
57001,UPI,2182.5
57002,Card,2391.11
57003,Wallet,837.21
57004,UPI,73.4
57005,Wallet,3708.58
57006,Card,3276.72
57007,Wallet,2145.18
57008,Wallet,1105.53
57009,Wallet,55.13
57010,Wallet,1223.85
57011,Wallet,710.24
57012,Wallet,190.6
57013,PayPal,493.0
57014,Wallet,2497.89
57015,Wallet,1994.75
57016,PayPal,2668.89
57017,Card,2549.69
57018,Wallet,2405.39
57019,UPI,99.57
57020,PayPal,153.55
57021,UPI,1260.53
57022,PayPal,3547.62
57023,Wallet,1547.46
57024,UPI,1520.75
57025,Wallet,3096.58
57026,Wallet,480.65
57027,Card,151.46
57028,Wallet,1013.32
57029,Wallet,1594.2
57030,PayPal,354.38
57031,Card,2727.07
57032,PayPal,32.32
57033,Card,538.64
57034,PayPal,1541.07
57035,Wallet,1558.62
57036,Card,3628.15
57037,PayPal,1792.62
57038,UPI,3990.14
57039,Card,4895.09
57040,UPI,1389.14
57041,UPI,1045.9
57042,UPI,1570.87
57043,Card,3118.95
57044,Card,1185.96
57045,Card,2169.08
57046,Card,4154.43
57047,Wallet,125.99
57048,Card,121.55
57049,PayPal,636.72
57050,Wallet,2918.83
57051,Wallet,1817.39
57052,UPI,1127.66
57053,Card,735.72
57054,PayPal,344.85
57055,UPI,727.68
57056,Wallet,1525.98
57057,Card,288.27
57058,Wallet,3741.05
57059,PayPal,2346.42
57060,UPI,2692.44
57061,Wallet,4989.56
57062,UPI,1140.78
57063,Card,911.64
57064,UPI,1697.26
57065,Card,2254.93
57066,Card,2394.64
57067,Card,3305.9
57068,Wallet,142.39
57069,UPI,149.34
57070,Wallet,1729.8
57071,UPI,2203.8
57072,PayPal,1029.16
57073,Card,1353.18
57074,UPI,1139.93
57075,Card,1790.36
57076,Wallet,1224.06
57077,PayPal,2352.24
57078,PayPal,3004.55
57079,Wallet,1903.22
57080,UPI,559.97
57081,Wallet,3018.02
57082,Card,2431.8
57083,Card,2206.3
57084,PayPal,732.9
57085,Wallet,1089.91
57086,PayPal,3419.67
57087,UPI,623.0
57088,Wallet,2049.27
57089,UPI,71.58
57090,UPI,2792.88
57091,Wallet,3368.97
57092,PayPal,1134.16
57093,UPI,2667.28
57094,Wallet,562.2
57095,UPI,869.88
57096,Wallet,2678.01
57097,UPI,2744.7
57098,UPI,1452.3
57099,UPI,983.72
57100,UPI,1785.5
57101,Card,2826.75
57102,Card,2071.45
57103,UPI,1857.52
57104,UPI,863.11
57105,PayPal,1375.58
57106,Card,2162.09
57107,Wallet,1679.57
57108,PayPal,156.01
57109,UPI,1530.45
57110,PayPal,774.43
57111,PayPal,832.45
57112,Wallet,1348.19
57113,UPI,157.17
57114,PayPal,821.72
57115,PayPal,939.94
57116,PayPal,394.91
57117,PayPal,1879.07
57118,Wallet,1596.61
57119,Card,1985.58
57120,PayPal,2645.59
57121,PayPal,1113.83
57122,Wallet,1796.78
57123,PayPal,1706.55
57124,PayPal,1214.74
57125,UPI,463.26
57126,Wallet,150.24
57127,Wallet,4323.7
57128,UPI,1307.85
57129,Card,352.62
57130,UPI,1270.4
57131,PayPal,2379.0
57132,UPI,784.02
57133,UPI,3613.77
57134,PayPal,316.56
57135,Card,2950.25
57136,PayPal,2008.09
57137,UPI,2229.92
57138,Card,1996.07
57139,Wallet,4731.31
57140,UPI,397.38
57141,Card,1610.43
57142,PayPal,1461.1
57143,Wallet,969.22
57144,Wallet,1677.41
57145,Card,792.37
57146,Wallet,2530.86
57147,UPI,2938.2
57148,UPI,52.41
57149,UPI,1511.79
57150,Wallet,702.66
57151,PayPal,1845.45
57152,UPI,3427.08
57153,Card,1043.4
57154,UPI,1223.81
57155,UPI,1787.33
57156,Card,640.92
57157,PayPal,2404.28
57158,PayPal,779.82
57159,UPI,5438.52
57160,PayPal,530.15
57161,Wallet,4483.64
57162,Card,1214.67
57163,UPI,1790.64
57164,Card,1048.11
57165,Card,1659.06
57166,PayPal,2582.15
57167,Card,906.2
57168,PayPal,1690.12
57169,UPI,778.69
57170,PayPal,3348.89
57171,UPI,1715.54
57172,UPI,1521.65
57173,Card,2551.0
57174,UPI,1577.45
57175,UPI,4108.01
57176,PayPal,2676.13
57177,UPI,2828.96
57178,UPI,941.93
57179,Wallet,343.13
57180,PayPal,2848.18
57181,Card,182.37
57182,Wallet,157.23
57183,Card,1079.44
57184,UPI,103.18
57185,UPI,208.44
57186,Wallet,743.14
57187,Card,393.55
57188,PayPal,2801.83
57189,Card,2500.72
57190,Card,166.71
57191,Card,3426.27
57192,Wallet,593.7
57193,PayPal,872.5
57194,Card,842.03
57195,UPI,485.62
57196,Card,911.64
57197,UPI,1697.43
57198,PayPal,340.49
57199,Card,1554.2
57200,UPI,388.03
57201,Card,697.37
57202,PayPal,531.11
57203,PayPal,4229.01
57204,Wallet,1473.82
57205,Wallet,962.24
57206,PayPal,2177.49
57207,UPI,958.73
57208,Card,1879.35
57209,Wallet,121.02
57210,PayPal,919.73
57211,UPI,115.62
57212,Card,1460.56
57213,Card,1441.48
57214,UPI,698.43
57215,UPI,1331.3
57216,UPI,656.71
57217,UPI,248.59
57218,UPI,1597.68
57219,Card,1014.45
57220,PayPal,1487.1
57221,UPI,2099.88
57222,Card,2460.51
57223,Card,1285.95
57224,Wallet,3909.18
57225,UPI,1037.46
57226,Card,1246.22
57227,Card,1917.4
57228,UPI,611.23
57229,Card,989.22
57230,UPI,380.96
57231,Wallet,2883.49
57232,UPI,2705.73
57233,Card,926.82
57234,PayPal,770.21
57235,PayPal,1307.69
57236,Card,217.74
57237,Card,5001.67
57238,Card,2130.78
57239,UPI,1519.41
57240,Wallet,2313.97
57241,PayPal,3878.63
57242,UPI,1428.44
57243,UPI,187.56
57244,UPI,1189.68
57245,PayPal,2858.55
57246,PayPal,3260.64
57247,UPI,690.26
57248,UPI,887.19
57249,PayPal,4049.46
57250,Wallet,2420.58
57251,PayPal,1563.01
57252,Card,922.56
57253,UPI,2869.7
57254,Wallet,4209.6
57255,Card,902.06
57256,Card,287.85
57257,Card,2824.5
57258,Card,3154.08
57259,UPI,3083.99
57260,UPI,1332.16
57261,UPI,3787.86
57262,Wallet,959.95
57263,UPI,325.48
57264,Wallet,5292.67
57265,UPI,654.49
57266,UPI,1458.2
57267,PayPal,989.84
57268,Wallet,1760.15
57269,PayPal,890.23
57270,PayPal,1067.04
57271,Wallet,2269.37
57272,Wallet,22.33
57273,Card,580.18
57274,UPI,560.74
57275,UPI,2978.21
57276,Wallet,2209.17
57277,UPI,1237.8
57278,UPI,3653.89
57279,Wallet,212.13
57280,Card,1696.67
57281,UPI,776.05
57282,PayPal,3416.49
57283,Card,3727.87
57284,PayPal,2488.27
57285,Card,2638.5
57286,PayPal,1535.56
57287,Wallet,1562.31
57288,Wallet,2229.06
57289,UPI,1329.39
57290,UPI,1765.53
57291,Card,1974.94
57292,PayPal,2592.99
57293,Card,535.24
57294,PayPal,53.16
57295,PayPal,1312.35
57296,Wallet,525.75
57297,Wallet,1045.02
57298,Wallet,1693.1
57299,Wallet,4289.32
57300,UPI,661.83
57301,Wallet,383.58
57302,Wallet,2037.81
57303,PayPal,2009.46
57304,Card,4106.07
57305,PayPal,549.84
57306,UPI,3036.41
57307,PayPal,3583.12
57308,Wallet,7170.05
57309,PayPal,2643.31
57310,Card,1308.28
57311,PayPal,284.86
57312,Card,2435.02
57313,Card,718.55
57314,UPI,2003.36
57315,Wallet,1815.13
57316,Wallet,2900.07
57317,Wallet,804.29
57318,Wallet,2351.01
57319,PayPal,2206.92
57320,UPI,1753.7
57321,Wallet,1455.55
57322,Wallet,1644.64
57323,UPI,2075.31
57324,Wallet,1740.69
57325,UPI,1589.28
57326,UPI,1835.69
57327,UPI,1796.48
57328,PayPal,1243.81
57329,Card,1075.26
57330,Wallet,2890.72
57331,PayPal,2125.44
